,date,score
0,2019-09-13,-0.30000001192092896
1,2019-09-13,0.30000001192092896
2,2019-09-13,0.10000000149011612
3,2019-09-13,0.10000000149011612
4,2019-09-13,0.20000000298023224
5,2019-09-13,0.10000000149011612
6,2019-09-13,-0.10000000149011612
7,2019-09-13,-0.10000000149011612
8,2019-09-13,0.699999988079071
9,2019-09-13,-0.10000000149011612
10,2019-09-13,0.20000000298023224
11,2019-09-13,-0.20000000298023224
12,2019-09-13,0.10000000149011612
13,2019-09-13,-0.4000000059604645
14,2019-09-12,-0.10000000149011612
15,2019-09-12,0.4000000059604645
16,2019-09-11,0.10000000149011612
17,2019-09-11,-0.10000000149011612
18,2019-09-11,0.4000000059604645
19,2019-09-11,0.10000000149011612
20,2019-09-10,-0.20000000298023224
21,2019-09-10,0.10000000149011612
22,2019-09-10,-0.10000000149011612
23,2019-09-13,0.10000000149011612
24,2019-09-13,0.20000000298023224
25,2019-09-12,0.20000000298023224
26,2019-09-12,0.20000000298023224
27,2019-09-12,0.30000001192092896
28,2019-09-11,0.20000000298023224
29,2019-09-10,-0.10000000149011612
30,2019-09-10,0.20000000298023224
31,2019-09-10,0.10000000149011612
32,2019-09-10,0.10000000149011612
33,2019-09-13,-0.20000000298023224
34,2019-09-13,0.10000000149011612
35,2019-09-13,-0.10000000149011612
36,2019-09-13,0.4000000059604645
37,2019-09-13,0.4000000059604645
38,2019-09-13,0.30000001192092896
39,2019-09-13,0.10000000149011612
40,2019-09-13,0.4000000059604645
41,2019-09-13,-0.4000000059604645
42,2019-09-13,-0.10000000149011612
43,2019-09-13,0.30000001192092896
44,2019-09-13,0.20000000298023224
45,2019-09-12,-0.10000000149011612
46,2019-09-12,0.30000001192092896
47,2019-09-12,0.10000000149011612
48,2019-09-12,0.10000000149011612
49,2019-09-12,-0.10000000149011612
50,2019-09-12,0.4000000059604645
51,2019-09-12,-0.10000000149011612
52,2019-09-12,0.10000000149011612
53,2019-09-12,0.20000000298023224
54,2019-09-12,0.10000000149011612
55,2019-09-12,-0.4000000059604645
56,2019-09-12,-0.10000000149011612
57,2019-09-12,-0.5
58,2019-09-12,0.10000000149011612
59,2019-09-12,0.30000001192092896
60,2019-09-12,-0.20000000298023224
61,2019-09-12,0.20000000298023224
62,2019-09-12,0.10000000149011612
63,2019-09-12,-0.20000000298023224
64,2019-09-12,0.30000001192092896
65,2019-09-12,0.4000000059604645
66,2019-09-12,0.10000000149011612
67,2019-09-12,0.20000000298023224
68,2019-09-12,0.10000000149011612
69,2019-09-12,-0.4000000059604645
70,2019-09-12,0.30000001192092896
71,2019-09-12,-0.10000000149011612
72,2019-09-12,0.20000000298023224
73,2019-09-12,-0.20000000298023224
74,2019-09-12,0.20000000298023224
75,2019-09-12,-0.4000000059604645
76,2019-09-12,0.20000000298023224
77,2019-09-11,0.30000001192092896
78,2019-09-11,0.10000000149011612
79,2019-09-11,-0.10000000149011612
80,2019-09-11,0.20000000298023224
81,2019-09-11,-0.20000000298023224
82,2019-09-11,0.4000000059604645
83,2019-09-11,0.20000000298023224
84,2019-09-11,-0.20000000298023224
85,2019-09-11,0.30000001192092896
86,2019-09-11,0.4000000059604645
87,2019-09-11,0.30000001192092896
88,2019-09-11,0.20000000298023224
89,2019-09-11,-0.10000000149011612
90,2019-09-11,-0.20000000298023224
91,2019-09-11,-0.10000000149011612
92,2019-09-11,0.20000000298023224
93,2019-09-11,0.10000000149011612
94,2019-09-11,-0.10000000149011612
95,2019-09-11,-0.20000000298023224
96,2019-09-11,0.20000000298023224
97,2019-09-11,0.10000000149011612
98,2019-09-11,0.10000000149011612
99,2019-09-11,0.20000000298023224
100,2019-09-11,-0.699999988079071
101,2019-09-11,0.10000000149011612
102,2019-09-10,0.20000000298023224
103,2019-09-10,-0.10000000149011612
104,2019-09-10,0.6000000238418579
105,2019-09-10,-0.10000000149011612
106,2019-09-10,-0.10000000149011612
107,2019-09-10,-0.30000001192092896
108,2019-09-10,-0.20000000298023224
109,2019-09-10,-0.30000001192092896
110,2019-09-10,-0.10000000149011612
111,2019-09-10,-0.20000000298023224
112,2019-09-10,0.30000001192092896
113,2019-09-10,-0.20000000298023224
114,2019-09-10,0.20000000298023224
115,2019-09-10,0.10000000149011612
116,2019-09-10,0.20000000298023224
117,2019-09-10,0.10000000149011612
118,2019-09-10,0.5
119,2019-09-10,0.10000000149011612
120,2019-09-10,0.10000000149011612
121,2019-09-10,0.10000000149011612
122,2019-09-10,0.10000000149011612
123,2019-09-10,0.30000001192092896
124,2019-09-10,0.4000000059604645
125,2019-09-10,0.20000000298023224
126,2019-09-10,0.20000000298023224
127,2019-09-10,0.10000000149011612
128,2019-09-09,0.10000000149011612
129,2019-09-09,0.6000000238418579
130,2019-09-08,-0.20000000298023224
131,2019-09-07,-0.5
132,2019-09-06,0.10000000149011612
133,2019-09-06,0.4000000059604645
134,2019-09-06,0.6000000238418579
135,2019-09-05,0.30000001192092896
136,2019-09-05,-0.10000000149011612
137,2019-09-05,0.30000001192092896
138,2019-09-05,-0.20000000298023224
139,2019-09-03,0.5
140,2019-09-03,0.30000001192092896
141,2019-09-02,-0.10000000149011612
142,2019-09-02,0.30000001192092896
143,2019-09-01,0.10000000149011612
144,2019-08-31,-0.10000000149011612
145,2019-08-31,0.10000000149011612
146,2019-08-30,0.5
147,2019-08-30,0.30000001192092896
148,2019-08-29,-0.20000000298023224
149,2019-08-29,0.10000000149011612
150,2019-08-28,0.30000001192092896
151,2019-08-28,0.30000001192092896
152,2019-08-27,0.30000001192092896
